date,county,county_fips,samples,m50,m50_index
2020-04-08,Klamath,41035,931,1.5,44
2020-04-09,Klamath,41035,933,0.835,25
2020-04-10,Klamath,41035,860,1.7819999999999998,53
2020-04-11,Klamath,41035,888,0.08,2
2020-04-12,Klamath,41035,857,0.045,1
2020-04-13,Klamath,41035,853,0.9470000000000001,28
2020-04-14,Klamath,41035,899,1.248,37
2020-04-15,Klamath,41035,948,1.4080000000000001,42
2020-04-16,Klamath,41035,906,1.369,41
2020-04-17,Klamath,41035,865,1.7690000000000001,53
2020-04-18,Klamath,41035,883,0.087,2
2020-04-19,Klamath,41035,853,0.057,1
2020-04-21,Klamath,41035,1174,1.271,38
2020-04-22,Klamath,41035,1197,0.919,27
2020-04-23,Klamath,41035,1173,0.665,19
2020-04-24,Klamath,41035,1168,1.26,37
2020-04-25,Klamath,41035,1121,0.12,3
2020-04-26,Klamath,41035,1104,0.057999999999999996,1
2020-04-27,Klamath,41035,1147,0.773,23
2020-04-28,Klamath,41035,1138,1.633,48
2020-04-29,Klamath,41035,1108,1.199,35
2020-04-30,Klamath,41035,1684,2.214,66
2020-05-01,Klamath,41035,1575,2.5669999999999997,76
2020-05-02,Klamath,41035,1681,1.0390000000000001,31
2020-05-03,Klamath,41035,1635,1.214,36
2020-05-04,Klamath,41035,1141,1.93,57
2020-05-05,Klamath,41035,1216,2.314,69
2020-05-06,Klamath,41035,1161,2.543,76
2020-05-07,Klamath,41035,1139,1.6740000000000002,50
2020-05-08,Klamath,41035,1164,1.85,55
2020-05-09,Klamath,41035,1184,1.265,37
2020-05-10,Klamath,41035,1208,0.552,16
2020-05-11,Klamath,41035,1109,1.5419999999999998,46
2020-05-12,Klamath,41035,1133,1.258,37
2020-05-13,Klamath,41035,905,0.5670000000000001,17
2020-05-14,Klamath,41035,968,0.8170000000000001,24
2020-05-15,Klamath,41035,1713,2.485,74
2020-05-16,Klamath,41035,1689,1.591,47
2020-05-17,Klamath,41035,1759,0.326,9
2020-05-18,Klamath,41035,1748,2.207,66
2020-05-19,Klamath,41035,1567,2.417,72
2020-05-20,Klamath,41035,1665,3.049,91
2020-05-21,Klamath,41035,1789,3.161,94
2020-05-22,Klamath,41035,1744,3.1630000000000003,94
2020-05-23,Klamath,41035,1668,2.504,75
2020-03-01,Lane,41039,5173,2.628,56
2020-03-02,Lane,41039,5433,4.407,94
2020-03-03,Lane,41039,5614,4.646,99
2020-03-04,Lane,41039,5809,4.659,100
2020-03-05,Lane,41039,5549,4.865,104
2020-03-06,Lane,41039,5365,5.151,110
2020-03-07,Lane,41039,5443,3.895,83
2020-03-08,Lane,41039,5365,2.866,61
2020-03-09,Lane,41039,5525,4.39,94
2020-03-10,Lane,41039,5535,4.882,104
2020-03-11,Lane,41039,5565,4.723,101
2020-03-12,Lane,41039,5410,4.7780000000000005,102
2020-03-13,Lane,41039,5315,4.687,100
2020-03-14,Lane,41039,5115,2.292,49
2020-03-15,Lane,41039,4943,1.486,31
2020-03-16,Lane,41039,5012,3.577,76
2020-03-17,Lane,41039,5165,3.0039999999999996,64
2020-03-18,Lane,41039,5010,2.987,64
2020-03-19,Lane,41039,4841,2.479,53
2020-03-20,Lane,41039,4660,3.032,65
2020-03-21,Lane,41039,4172,0.76,16
2020-03-22,Lane,41039,4684,0.318,6
2020-03-23,Lane,41039,4884,0.978,20
2020-03-24,Lane,41039,5005,0.25,5
2020-03-25,Lane,41039,4887,0.622,13
2020-03-26,Lane,41039,5024,0.647,13
2020-03-27,Lane,41039,5014,0.718,15
2020-03-28,Lane,41039,5016,0.038,0
2020-03-29,Lane,41039,5145,0.032,0
2020-03-30,Lane,41039,5208,0.086,1
2020-03-31,Lane,41039,5170,0.621,13
2020-04-01,Lane,41039,5070,0.508,10
2020-04-02,Lane,41039,5061,0.7120000000000001,15
2020-04-03,Lane,41039,5022,1.0759999999999998,23
2020-04-04,Lane,41039,4947,0.043,0
2020-04-05,Lane,41039,5061,0.038,0
2020-04-06,Lane,41039,4911,0.499,10
2020-04-07,Lane,41039,5000,0.8540000000000001,18
2020-04-08,Lane,41039,5037,0.9159999999999999,19
2020-04-09,Lane,41039,4948,0.9490000000000001,20
2020-04-10,Lane,41039,4685,1.4980000000000002,32
2020-04-11,Lane,41039,4668,0.37799999999999995,8
2020-04-12,Lane,41039,4650,0.040999999999999995,0
2020-04-13,Lane,41039,4670,0.78,16
2020-04-14,Lane,41039,4794,0.94,20
2020-04-15,Lane,41039,5098,1.04,22
2020-04-16,Lane,41039,4926,1.285,27
2020-04-17,Lane,41039,4882,1.9569999999999999,42
2020-04-18,Lane,41039,4798,0.138,2
2020-04-19,Lane,41039,4693,0.098,2
2020-04-21,Lane,41039,5848,0.8109999999999999,17
2020-04-22,Lane,41039,5910,0.326,6
2020-04-23,Lane,41039,5944,0.732,15
2020-04-24,Lane,41039,5801,0.624,13
2020-04-25,Lane,41039,5526,0.051,1
2020-04-26,Lane,41039,5538,0.064,1
2020-04-27,Lane,41039,5774,0.5429999999999999,11
2020-04-28,Lane,41039,5749,1.111,23
2020-04-29,Lane,41039,5566,1.054,22
2020-04-30,Lane,41039,8088,1.732,37
2020-05-01,Lane,41039,7344,2.59,55
2020-05-02,Lane,41039,7773,0.429,9
2020-05-03,Lane,41039,7739,0.846,18
2020-05-04,Lane,41039,5515,1.47,31
2020-05-05,Lane,41039,5450,1.74,37
2020-05-06,Lane,41039,5491,2.05,44
2020-05-07,Lane,41039,5767,1.393,29
2020-05-08,Lane,41039,5578,1.945,41
2020-05-09,Lane,41039,5552,1.06,22
2020-05-10,Lane,41039,5569,0.606,13
2020-05-11,Lane,41039,5389,0.715,15
2020-05-12,Lane,41039,5629,1.008,21
2020-05-13,Lane,41039,4358,1.204,25
2020-05-14,Lane,41039,4483,1.057,22
2020-05-15,Lane,41039,7989,2.8960000000000004,62
2020-05-16,Lane,41039,8011,1.577,33
2020-05-17,Lane,41039,8519,0.748,16
2020-05-18,Lane,41039,8386,1.6740000000000002,35
2020-05-19,Lane,41039,7609,2.039,43
2020-05-20,Lane,41039,7932,2.833,60
2020-05-21,Lane,41039,8550,2.74,58
2020-05-22,Lane,41039,8652,3.572,76
2020-05-23,Lane,41039,8361,2.248,48
2020-03-01,Lincoln,41041,931,5.471,194
2020-03-02,Lincoln,41041,761,2.717,96
2020-03-03,Lincoln,41041,745,2.2359999999999998,79
2020-03-04,Lincoln,41041,760,2.843,100
2020-03-05,Lincoln,41041,686,2.8160000000000003,100
2020-03-06,Lincoln,41041,744,3.733,132
2020-03-07,Lincoln,41041,904,3.222,114
2020-03-08,Lincoln,41041,972,8.156,289
2020-03-09,Lincoln,41041,786,2.878,102
2020-03-10,Lincoln,41041,788,2.786,98
2020-03-11,Lincoln,41041,805,2.8739999999999997,102
2020-03-12,Lincoln,41041,776,3.133,111
2020-03-13,Lincoln,41041,750,4.254,151
2020-03-14,Lincoln,41041,849,2.099,74
2020-03-15,Lincoln,41041,867,3.775,134
2020-03-16,Lincoln,41041,749,2.3609999999999998,83
2020-03-17,Lincoln,41041,735,2.227,79
2020-03-18,Lincoln,41041,745,1.3330000000000002,47
2020-03-19,Lincoln,41041,714,0.955,33
2020-03-20,Lincoln,41041,725,1.725,61
2020-03-21,Lincoln,41041,743,0.094,3
2020-03-22,Lincoln,41041,879,0.647,22
2020-03-23,Lincoln,41041,788,0.42,14
2020-03-24,Lincoln,41041,759,0.057999999999999996,2
2020-03-25,Lincoln,41041,709,0.18,6
2020-03-26,Lincoln,41041,666,0.052000000000000005,1
2020-03-27,Lincoln,41041,668,0.046,1
2020-03-28,Lincoln,41041,710,0.034,1
2020-03-29,Lincoln,41041,715,0.03,1
2020-03-30,Lincoln,41041,700,0.038,1
2020-03-31,Lincoln,41041,715,0.059000000000000004,2
2020-04-01,Lincoln,41041,712,0.061,2
2020-04-02,Lincoln,41041,712,0.068,2
2020-04-03,Lincoln,41041,705,0.094,3
2020-04-04,Lincoln,41041,702,0.032,1
2020-04-05,Lincoln,41041,708,0.039,1
2020-04-06,Lincoln,41041,677,0.06,2
2020-04-07,Lincoln,41041,692,0.109,3
2020-04-08,Lincoln,41041,701,0.09699999999999999,3
2020-04-09,Lincoln,41041,678,0.083,2
2020-04-10,Lincoln,41041,647,0.439,15
2020-04-11,Lincoln,41041,665,0.083,2
2020-04-12,Lincoln,41041,688,0.034,1
2020-04-13,Lincoln,41041,665,0.079,2
2020-04-14,Lincoln,41041,690,0.063,2
2020-04-15,Lincoln,41041,714,0.188,6
2020-04-16,Lincoln,41041,699,0.201,7
2020-04-17,Lincoln,41041,698,0.508,18
2020-04-18,Lincoln,41041,724,0.043,1
2020-04-19,Lincoln,41041,679,0.039,1
2020-04-21,Lincoln,41041,819,0.08800000000000001,3
2020-04-22,Lincoln,41041,820,0.045,1
2020-04-23,Lincoln,41041,832,0.25,8
2020-04-24,Lincoln,41041,832,0.09,3
2020-04-25,Lincoln,41041,806,0.048,1
2020-04-26,Lincoln,41041,816,0.038,1
2020-04-27,Lincoln,41041,828,0.07,2
2020-04-28,Lincoln,41041,827,0.11800000000000001,4
2020-04-29,Lincoln,41041,791,0.12,4
2020-04-30,Lincoln,41041,1237,0.386,13
2020-05-01,Lincoln,41041,1145,0.63,22
2020-05-02,Lincoln,41041,1232,0.053,1
2020-05-03,Lincoln,41041,1247,0.392,13
2020-05-04,Lincoln,41041,829,0.172,6
2020-05-05,Lincoln,41041,872,0.49200000000000005,17
2020-05-06,Lincoln,41041,843,0.6920000000000001,24
2020-05-07,Lincoln,41041,932,0.318,11
2020-05-08,Lincoln,41041,887,0.662,23
2020-05-09,Lincoln,41041,918,0.292,10
2020-05-10,Lincoln,41041,891,0.059000000000000004,2
2020-05-11,Lincoln,41041,856,0.059000000000000004,2
2020-05-12,Lincoln,41041,881,0.071,2
2020-05-13,Lincoln,41041,677,0.071,2
2020-05-14,Lincoln,41041,725,0.254,9
2020-05-15,Lincoln,41041,1256,1.226,43
2020-05-16,Lincoln,41041,1360,0.429,15
2020-05-17,Lincoln,41041,1414,0.502,17
2020-05-18,Lincoln,41041,1330,0.594,21
2020-05-19,Lincoln,41041,1205,0.304,10
2020-05-20,Lincoln,41041,1251,1.556,55
2020-05-21,Lincoln,41041,1405,1.545,54
2020-05-22,Lincoln,41041,1412,2.529,89
2020-05-23,Lincoln,41041,1564,2.384,84
2020-03-01,Linn,41043,2139,2.228,35
2020-03-02,Linn,41043,2348,5.132000000000001,82
2020-03-03,Linn,41043,2357,6.047000000000001,97
2020-03-04,Linn,41043,2399,6.202999999999999,100
2020-03-05,Linn,41043,2328,6.5729999999999995,105
2020-03-06,Linn,41043,2237,6.6979999999999995,107
2020-03-07,Linn,41043,2225,3.6860000000000004,59
2020-03-08,Linn,41043,2159,2.205,35
2020-03-09,Linn,41043,2349,5.088,82
2020-03-10,Linn,41043,2319,6.343999999999999,102
2020-03-11,Linn,41043,2399,6.647,107
2020-03-12,Linn,41043,2339,5.794,93
2020-03-13,Linn,41043,2224,5.022,80
2020-03-14,Linn,41043,2153,1.96,31
2020-03-15,Linn,41043,2130,1.3559999999999999,21
2020-03-16,Linn,41043,2190,3.5460000000000003,57
2020-03-17,Linn,41043,2250,3.092,49
2020-03-18,Linn,41043,2203,3.1,49
2020-03-19,Linn,41043,2113,2.565,41
2020-03-20,Linn,41043,2092,3.359,54
2020-03-21,Linn,41043,1866,0.888,14
2020-03-22,Linn,41043,2149,0.235,3
2020-03-23,Linn,41043,2219,1.396,22
2020-03-24,Linn,41043,2251,0.6559999999999999,10
2020-03-25,Linn,41043,2186,0.718,11
2020-03-26,Linn,41043,2237,1.001,16
2020-03-27,Linn,41043,2252,1.034,16
2020-03-28,Linn,41043,2262,0.044000000000000004,0
2020-03-29,Linn,41043,2305,0.034,0
2020-03-30,Linn,41043,2287,0.614,9
2020-03-31,Linn,41043,2320,0.968,15
2020-04-01,Linn,41043,2274,1.072,17
2020-04-02,Linn,41043,2246,1.19,19
2020-04-03,Linn,41043,2271,1.479,23
2020-04-04,Linn,41043,2203,0.078,1
2020-04-05,Linn,41043,2239,0.040999999999999995,0
2020-04-06,Linn,41043,2216,1.081,17
2020-04-07,Linn,41043,2221,1.072,17
2020-04-08,Linn,41043,2230,1.714,27
2020-04-09,Linn,41043,2206,1.6159999999999999,26
2020-04-10,Linn,41043,2103,1.891,30
2020-04-11,Linn,41043,2163,0.75,12
2020-04-12,Linn,41043,2158,0.048,0
2020-04-13,Linn,41043,2109,1.3840000000000001,22
2020-04-14,Linn,41043,2146,1.662,26
2020-04-15,Linn,41043,2314,1.8,29
2020-04-16,Linn,41043,2224,2.276,36
2020-04-17,Linn,41043,2164,2.608,42
2020-04-18,Linn,41043,2156,0.249,4
2020-04-19,Linn,41043,2123,0.06,0
2020-04-21,Linn,41043,2658,1.745,28
2020-04-22,Linn,41043,2697,1.459,23
2020-04-23,Linn,41043,2595,1.528,24
2020-04-24,Linn,41043,2523,1.232,19
2020-04-25,Linn,41043,2466,0.071,1
2020-04-26,Linn,41043,2520,0.076,1
2020-04-27,Linn,41043,2614,1.422,22
2020-04-28,Linn,41043,2616,1.944,31
2020-04-29,Linn,41043,2455,1.56,25
2020-04-30,Linn,41043,4197,2.346,37
2020-05-01,Linn,41043,3745,3.515,56
2020-05-02,Linn,41043,3928,1.0170000000000001,16
2020-05-03,Linn,41043,4029,0.919,14
2020-05-04,Linn,41043,2819,2.101,33
2020-05-05,Linn,41043,2841,2.698,43
2020-05-06,Linn,41043,2874,2.8480000000000003,45
2020-05-07,Linn,41043,2875,2.037,32
2020-05-08,Linn,41043,2947,3.13,50
2020-05-09,Linn,41043,2843,1.787,28
2020-05-10,Linn,41043,2912,1.045,16
2020-05-11,Linn,41043,2809,1.2919999999999998,20
2020-05-12,Linn,41043,2913,1.693,27
2020-05-13,Linn,41043,2245,2.513,40
2020-05-14,Linn,41043,2313,2.052,33
2020-05-15,Linn,41043,4142,3.992,64
2020-05-16,Linn,41043,4107,2.032,32
2020-05-17,Linn,41043,4398,1.2309999999999999,19
2020-05-18,Linn,41043,4166,2.315,37
2020-05-19,Linn,41043,3866,2.5380000000000003,40
2020-05-20,Linn,41043,4096,3.735,60
2020-05-21,Linn,41043,4277,3.207,51
2020-05-22,Linn,41043,4241,3.946,63
2020-05-23,Linn,41043,4228,2.673,43
2020-03-01,Malheur,41045,322,1.156,31
2020-03-02,Malheur,41045,345,2.616,71
2020-03-03,Malheur,41045,346,2.6460000000000004,72
2020-03-04,Malheur,41045,373,4.442,120
2020-03-05,Malheur,41045,350,3.673,100
2020-03-06,Malheur,41045,348,4.468999999999999,121
2020-03-07,Malheur,41045,362,3.407,92
2020-03-08,Malheur,41045,361,2.275,61
2020-03-09,Malheur,41045,349,2.698,73
2020-03-10,Malheur,41045,358,4.493,122
2020-03-11,Malheur,41045,366,4.627,125
2020-03-12,Malheur,41045,363,3.613,98
2020-03-13,Malheur,41045,346,4.782,130
2020-03-14,Malheur,41045,351,2.21,60
2020-03-15,Malheur,41045,342,1.112,30
2020-03-16,Malheur,41045,334,2.786,75
2020-03-17,Malheur,41045,381,4.58,124
2020-03-18,Malheur,41045,341,2.998,81
2020-03-19,Malheur,41045,343,1.896,51
2020-03-20,Malheur,41045,346,3.641,99
2020-03-21,Malheur,41045,329,2.175,59
2020-03-22,Malheur,41045,316,0.7120000000000001,19
2020-03-23,Malheur,41045,354,1.222,33
2020-03-24,Malheur,41045,397,1.6130000000000002,43
2020-03-25,Malheur,41045,347,2.001,54
2020-03-26,Malheur,41045,369,1.252,34
2020-03-27,Malheur,41045,371,1.22,33
2020-03-28,Malheur,41045,371,0.654,17
2020-03-29,Malheur,41045,394,0.07200000000000001,1
2020-03-30,Malheur,41045,373,0.927,25
2020-03-31,Malheur,41045,403,1.4869999999999999,40
2020-04-01,Malheur,41045,367,1.149,31
2020-04-02,Malheur,41045,352,1.3530000000000002,36
2020-04-03,Malheur,41045,356,1.8969999999999998,51
2020-04-04,Malheur,41045,345,1.069,29
2020-04-05,Malheur,41045,370,0.09699999999999999,2
2020-04-06,Malheur,41045,340,0.755,20
2020-04-07,Malheur,41045,388,1.43,38
2020-04-08,Malheur,41045,347,1.024,27
2020-04-09,Malheur,41045,373,1.109,30
2020-04-10,Malheur,41045,341,1.131,30
2020-04-11,Malheur,41045,347,0.523,14
2020-04-12,Malheur,41045,360,0.066,1
2020-04-13,Malheur,41045,329,1.245,33
2020-04-14,Malheur,41045,359,1.0070000000000001,27
2020-04-15,Malheur,41045,377,1.577,42
2020-04-16,Malheur,41045,354,1.4180000000000001,38
2020-04-17,Malheur,41045,328,1.527,41
2020-04-18,Malheur,41045,327,0.574,15
2020-04-19,Malheur,41045,325,0.127,3
2020-04-21,Malheur,41045,501,1.886,51
2020-04-22,Malheur,41045,505,1.554,42
2020-04-23,Malheur,41045,506,1.776,48
2020-04-24,Malheur,41045,467,2.073,56
2020-04-25,Malheur,41045,472,1.1059999999999999,30
2020-04-26,Malheur,41045,446,0.392,10
2020-04-27,Malheur,41045,459,1.652,44
2020-04-28,Malheur,41045,482,2.086,56
2020-04-29,Malheur,41045,485,2.116,57
2020-04-30,Malheur,41045,704,3.25,88
2020-05-01,Malheur,41045,670,4.253,115
2020-05-02,Malheur,41045,707,2.85,77
2020-05-03,Malheur,41045,653,1.156,31
2020-05-04,Malheur,41045,448,1.28,34
2020-05-05,Malheur,41045,500,1.5130000000000001,41
2020-05-06,Malheur,41045,496,1.5619999999999998,42
2020-05-07,Malheur,41045,493,3.1260000000000003,85
2020-05-08,Malheur,41045,463,2.33,63
2020-05-09,Malheur,41045,476,2.012,54
2020-05-10,Malheur,41045,452,1.074,29
2020-05-11,Malheur,41045,429,1.847,50
2020-05-12,Malheur,41045,474,4.208,114
2020-05-13,Malheur,41045,396,1.614,43
2020-05-14,Malheur,41045,440,2.861,77
2020-05-15,Malheur,41045,735,3.737,101
2020-05-16,Malheur,41045,728,3.622,98
2020-05-17,Malheur,41045,756,1.784,48
2020-05-18,Malheur,41045,693,2.5269999999999997,68
2020-05-19,Malheur,41045,721,3.292,89
2020-05-20,Malheur,41045,747,3.373,91
2020-05-21,Malheur,41045,764,6.571000000000001,178
2020-05-22,Malheur,41045,817,7.35,200
2020-05-23,Malheur,41045,756,5.602,152
2020-03-01,Marion,41047,5397,3.03,54
2020-03-02,Marion,41047,5700,5.534,98
2020-03-03,Marion,41047,5790,5.446000000000001,97
2020-03-04,Marion,41047,5923,5.742000000000001,102
2020-03-05,Marion,41047,5725,5.598,100
2020-03-06,Marion,41047,5548,6.1160000000000005,109
2020-03-07,Marion,41047,5548,4.3,76
2020-03-08,Marion,41047,5548,2.9419999999999997,52
2020-03-09,Marion,41047,5799,5.516,98
2020-03-10,Marion,41047,5745,5.795,103
2020-03-11,Marion,41047,5912,5.684,101
2020-03-12,Marion,41047,5670,5.814,103
2020-03-13,Marion,41047,5555,5.71,102
2020-03-14,Marion,41047,5381,2.7289999999999996,48
2020-03-15,Marion,41047,5280,2.086,37
2020-03-16,Marion,41047,5385,4.1739999999999995,74
2020-03-17,Marion,41047,5628,3.952,70
2020-03-18,Marion,41047,5378,3.6710000000000003,65
2020-03-19,Marion,41047,5183,3.384,60
2020-03-20,Marion,41047,5139,3.786,67
2020-03-21,Marion,41047,4454,0.9259999999999999,16
2020-03-22,Marion,41047,4989,0.332,5
2020-03-23,Marion,41047,5273,1.505,26
2020-03-24,Marion,41047,5480,0.726,12
2020-03-25,Marion,41047,5254,1.006,17
2020-03-26,Marion,41047,5392,0.894,15
2020-03-27,Marion,41047,5354,0.882,15
2020-03-28,Marion,41047,5385,0.046,0
2020-03-29,Marion,41047,5519,0.038,0
2020-03-30,Marion,41047,5597,0.512,9
2020-03-31,Marion,41047,5637,1.147,20
2020-04-01,Marion,41047,5571,0.862,15
2020-04-02,Marion,41047,5475,1.382,24
2020-04-03,Marion,41047,5415,1.7730000000000001,31
2020-04-04,Marion,41047,5291,0.065,1
2020-04-05,Marion,41047,5392,0.053,0
2020-04-06,Marion,41047,5275,1.148,20
2020-04-07,Marion,41047,5364,1.47,26
2020-04-08,Marion,41047,5359,1.712,30
2020-04-09,Marion,41047,5278,1.653,29
2020-04-10,Marion,41047,5012,2.414,43
2020-04-11,Marion,41047,5028,0.617,11
2020-04-12,Marion,41047,4971,0.052000000000000005,0
2020-04-13,Marion,41047,5007,1.635,29
2020-04-14,Marion,41047,5190,1.757,31
2020-04-15,Marion,41047,5481,1.761,31
2020-04-16,Marion,41047,5378,2.23,39
2020-04-17,Marion,41047,5238,2.5140000000000002,44
2020-04-18,Marion,41047,5163,0.145,2
2020-04-19,Marion,41047,4961,0.147,2
2020-04-21,Marion,41047,6270,1.4140000000000001,25
2020-04-22,Marion,41047,6381,1.071,19
2020-04-23,Marion,41047,6394,1.511,26
2020-04-24,Marion,41047,6245,1.6369999999999998,29
2020-04-25,Marion,41047,5974,0.106,1
2020-04-26,Marion,41047,6039,0.06,1
2020-04-27,Marion,41047,6240,1.114,19
2020-04-28,Marion,41047,6288,1.57,28
2020-04-29,Marion,41047,6031,1.7630000000000001,31
2020-04-30,Marion,41047,9228,2.326,41
2020-05-01,Marion,41047,8367,3.245,57
2020-05-02,Marion,41047,8840,0.84,15
2020-05-03,Marion,41047,8654,0.752,13
2020-05-04,Marion,41047,6264,1.9340000000000002,34
2020-05-05,Marion,41047,6325,2.2969999999999997,41
2020-05-06,Marion,41047,6398,2.83,50
2020-05-07,Marion,41047,6455,2.131,38
2020-05-08,Marion,41047,6443,2.477,44
2020-05-09,Marion,41047,6423,1.6059999999999999,28
2020-05-10,Marion,41047,6287,0.9540000000000001,17
2020-05-11,Marion,41047,6282,1.172,20
2020-05-12,Marion,41047,6334,1.621,28
2020-05-13,Marion,41047,4884,1.886,33
2020-05-14,Marion,41047,5102,2.061,36
2020-05-15,Marion,41047,9182,3.469,61
2020-05-16,Marion,41047,9125,1.723,30
2020-05-17,Marion,41047,9421,0.7509999999999999,13
2020-05-18,Marion,41047,9434,2.004,35
2020-05-19,Marion,41047,8457,2.521,45
2020-05-20,Marion,41047,9028,3.057,54
2020-05-21,Marion,41047,9558,3.005,53
2020-05-22,Marion,41047,9679,4.1419999999999995,73
2020-05-23,Marion,41047,9353,2.8,50
2020-03-01,Morrow,41049,163,0.96,6
2020-03-02,Morrow,41049,147,5.166,35
2020-03-03,Morrow,41049,165,14.6,100
2020-03-04,Morrow,41049,163,12.825999999999999,87
2020-03-05,Morrow,41049,146,15.148,103
2020-03-06,Morrow,41049,151,21.357,146
2020-03-07,Morrow,41049,146,14.672,100
2020-03-08,Morrow,41049,131,5.038,34
2020-03-09,Morrow,41049,173,14.181,97
2020-03-10,Morrow,41049,179,15.530999999999999,106
2020-03-11,Morrow,41049,183,16.878,115
2020-03-12,Morrow,41049,170,10.004,68
2020-03-13,Morrow,41049,184,13.698,93
2020-03-14,Morrow,41049,140,1.9340000000000002,13
2020-03-15,Morrow,41049,147,2.523,17
2020-03-16,Morrow,41049,150,14.114,96
2020-03-17,Morrow,41049,165,4.287,29
2020-03-18,Morrow,41049,175,11.344000000000001,77
2020-03-19,Morrow,41049,176,14.312999999999999,98
2020-03-20,Morrow,41049,173,9.387,64
2020-03-21,Morrow,41049,157,2.114,14
2020-03-22,Morrow,41049,149,2.7260000000000004,18
2020-03-23,Morrow,41049,183,15.350999999999999,105
2020-03-24,Morrow,41049,194,13.674000000000001,93
2020-03-25,Morrow,41049,165,4.069,27
2020-03-26,Morrow,41049,175,5.684,38
2020-03-27,Morrow,41049,174,2.824,19
2020-03-28,Morrow,41049,169,0.978,6
2020-03-29,Morrow,41049,165,0.127,0
2020-03-30,Morrow,41049,164,1.892,12
2020-03-31,Morrow,41049,181,5.1610000000000005,35
2020-04-01,Morrow,41049,185,10.501,71
2020-04-02,Morrow,41049,166,2.475,16
2020-04-03,Morrow,41049,153,4.678999999999999,32
2020-04-04,Morrow,41049,157,0.9640000000000001,6
2020-04-05,Morrow,41049,158,0.07,0
2020-04-06,Morrow,41049,170,6.084,41
2020-04-07,Morrow,41049,160,6.015,41
2020-04-08,Morrow,41049,153,2.082,14
2020-04-09,Morrow,41049,170,3.6519999999999997,25
2020-04-10,Morrow,41049,163,13.287,91
2020-04-11,Morrow,41049,155,12.600999999999999,86
2020-04-12,Morrow,41049,141,0.11699999999999999,0
2020-04-13,Morrow,41049,160,3.425,23
2020-04-14,Morrow,41049,159,3.6010000000000004,24
2020-04-15,Morrow,41049,165,4.762,32
2020-04-16,Morrow,41049,173,10.023,68
2020-04-17,Morrow,41049,172,5.9110000000000005,40
2020-04-18,Morrow,41049,159,1.273,8
2020-04-19,Morrow,41049,153,0.07,0
2020-04-21,Morrow,41049,251,2.131,14
2020-04-22,Morrow,41049,249,6.446000000000001,44
2020-04-23,Morrow,41049,254,14.652000000000001,100
2020-04-24,Morrow,41049,206,12.192,83
2020-04-25,Morrow,41049,215,1.819,12
2020-04-26,Morrow,41049,208,2.568,17
2020-04-27,Morrow,41049,208,4.879,33
2020-04-28,Morrow,41049,221,11.197000000000001,76
2020-04-29,Morrow,41049,209,14.055,96
2020-04-30,Morrow,41049,392,9.631,65
2020-05-01,Morrow,41049,368,16.687,114
2020-05-02,Morrow,41049,370,6.007999999999999,41
2020-05-03,Morrow,41049,354,3.261,22
2020-05-04,Morrow,41049,244,14.409,98
2020-05-05,Morrow,41049,277,14.989,102
2020-05-06,Morrow,41049,244,14.433,98
2020-05-07,Morrow,41049,248,3.2460000000000004,22
2020-05-08,Morrow,41049,271,14.567,99
2020-05-09,Morrow,41049,244,7.744,53
2020-05-10,Morrow,41049,234,4.042,27
2020-05-11,Morrow,41049,235,9.584,65
2020-05-12,Morrow,41049,286,9.98,68
2020-05-13,Morrow,41049,226,15.075999999999999,103
2020-05-14,Morrow,41049,224,15.37,105
2020-05-15,Morrow,41049,388,16.625,113
2020-05-16,Morrow,41049,366,12.606,86
2020-05-17,Morrow,41049,379,1.248,8
2020-05-18,Morrow,41049,438,11.728,80
2020-05-19,Morrow,41049,416,11.817,80
2020-05-20,Morrow,41049,414,15.32,104
2020-05-21,Morrow,41049,429,15.370999999999999,105
2020-05-22,Morrow,41049,425,18.44,126
2020-05-23,Morrow,41049,384,13.526,92
2020-03-01,Multnomah,41051,8938,2.9389999999999996,58
2020-03-02,Multnomah,41051,9142,4.482,89
2020-03-03,Multnomah,41051,9440,4.783,95
2020-03-04,Multnomah,41051,9637,5.023,100
2020-03-05,Multnomah,41051,9275,5.354,106
2020-03-06,Multnomah,41051,9152,5.184,103
2020-03-07,Multnomah,41051,9437,3.49,69
2020-03-08,Multnomah,41051,9658,3.108,61
2020-03-09,Multnomah,41051,9489,4.874,97
2020-03-10,Multnomah,41051,9210,4.9239999999999995,98
2020-03-11,Multnomah,41051,9247,4.78,95
2020-03-12,Multnomah,41051,9154,5.006,99
2020-03-13,Multnomah,41051,9005,4.49,89
2020-03-14,Multnomah,41051,8512,1.506,29
2020-03-15,Multnomah,41051,8477,1.287,25
2020-03-16,Multnomah,41051,8446,2.861,56
2020-03-17,Multnomah,41051,8911,2.015,40
2020-03-18,Multnomah,41051,8490,1.89,37
2020-03-19,Multnomah,41051,8201,1.405,27
2020-03-20,Multnomah,41051,7949,2.193,43
2020-03-21,Multnomah,41051,7096,0.252,5
2020-03-22,Multnomah,41051,7630,0.068,1
2020-03-23,Multnomah,41051,8211,0.27399999999999997,5
2020-03-24,Multnomah,41051,8531,0.055999999999999994,1
2020-03-25,Multnomah,41051,8066,0.11599999999999999,2
2020-03-26,Multnomah,41051,8303,0.083,1
2020-03-27,Multnomah,41051,8297,0.07200000000000001,1
2020-03-28,Multnomah,41051,8264,0.032,0
2020-03-29,Multnomah,41051,8487,0.028999999999999998,0
