date,county,county_fips,samples,m50,m50_index,avg_miles_traveled,pct_change
2020-03-01,Josephine,41033,1246,2.48,66,1.541330018645121,-0.34
2020-03-02,Josephine,41033,1287,3.6319999999999997,97,2.257302672467371,-0.03
2020-03-03,Josephine,41033,1291,3.687,98,2.2914853946550653,-0.02
2020-03-04,Josephine,41033,1297,3.725,100,2.3151025481665632,0.0
2020-03-05,Josephine,41033,1245,3.9939999999999998,107,2.4822871348663766,0.07
2020-03-06,Josephine,41033,1236,4.05,108,2.517091361093847,0.08
2020-03-07,Josephine,41033,1262,3.188,85,1.9813548788067123,-0.15
2020-03-08,Josephine,41033,1228,1.933,51,1.2013673088875079,-0.49
2020-03-09,Josephine,41033,1319,3.5789999999999997,96,2.224362958359229,-0.04
2020-03-10,Josephine,41033,1245,3.9810000000000003,106,2.4742075823492855,0.06
2020-03-11,Josephine,41033,1279,3.844,103,2.389061528899938,0.03
2020-03-12,Josephine,41033,1262,3.74,100,2.324425108763207,0.0
2020-03-13,Josephine,41033,1237,3.701,99,2.3001864512119328,-0.01
2020-03-14,Josephine,41033,1220,2.077,55,1.290863890615289,-0.45
2020-03-15,Josephine,41033,1184,1.272,34,0.7905531385954009,-0.66
2020-03-16,Josephine,41033,1121,3.5410000000000004,95,2.200745804847732,-0.05
2020-03-17,Josephine,41033,1231,2.5980000000000003,69,1.61466749533872,-0.31
2020-03-18,Josephine,41033,1242,3.0180000000000002,81,1.8756991920447486,-0.19
2020-03-19,Josephine,41033,1198,2.81,75,1.7464263517712866,-0.25
2020-03-20,Josephine,41033,1189,2.891,77,1.7967681789931635,-0.23
2020-03-21,Josephine,41033,1075,1.136,30,0.7060285891858297,-0.7
2020-03-22,Josephine,41033,1132,0.73,19,0.4536979490366687,-0.81
2020-03-23,Josephine,41033,1203,1.839,49,1.1429459291485395,-0.51
2020-03-24,Josephine,41033,1263,1.172,31,0.7284027346177749,-0.69
2020-03-25,Josephine,41033,1227,1.5819999999999999,42,0.9832193909260409,-0.58
2020-03-26,Josephine,41033,1262,1.114,29,0.6923555003107521,-0.71
2020-03-27,Josephine,41033,1179,1.807,48,1.1230577998756992,-0.52
2020-03-28,Josephine,41033,1245,0.068,1,0.042262274704785587,-0.99
2020-03-29,Josephine,41033,1268,0.042,1,0.02610316967060286,-0.99
2020-03-30,Josephine,41033,1268,0.599,16,0.3722809198259789,-0.84
2020-03-31,Josephine,41033,1303,0.8009999999999999,21,0.4978247358607831,-0.79
2020-04-01,Josephine,41033,1270,1.3559999999999999,36,0.8427594779366065,-0.64
2020-04-02,Josephine,41033,1267,1.251,33,0.7775015537600993,-0.67
2020-04-03,Josephine,41033,1225,1.91,51,1.1870727159726537,-0.49
2020-04-04,Josephine,41033,1191,0.057,1,0.03542573026724674,-0.99
2020-04-05,Josephine,41033,1265,0.05,1,0.031075201988812928,-0.99
2020-04-06,Josephine,41033,1202,1.2009999999999998,32,0.7464263517712865,-0.68
2020-04-07,Josephine,41033,1207,1.827,49,1.1354878806712243,-0.51
2020-04-08,Josephine,41033,1240,1.4,37,0.8701056556867619,-0.63
2020-04-09,Josephine,41033,1196,1.156,31,0.7184586699813549,-0.69
2020-04-10,Josephine,41033,1115,1.7919999999999998,48,1.1137352392790552,-0.52
2020-04-11,Josephine,41033,1141,0.772,20,0.4798011187072716,-0.8
2020-04-12,Josephine,41033,1159,0.067,1,0.041640770665009326,-0.99
2020-04-13,Josephine,41033,1159,1.595,42,0.9912989434431324,-0.58
2020-04-14,Josephine,41033,1148,1.8940000000000001,50,1.1771286513362338,-0.5
2020-04-15,Josephine,41033,1214,1.8330000000000002,49,1.1392169049098821,-0.51
2020-04-16,Josephine,41033,1211,2.283,61,1.4188937228091982,-0.39
2020-04-17,Josephine,41033,1200,2.31,62,1.4356743318831573,-0.38
2020-04-18,Josephine,41033,1175,1.081,29,0.6718458669981354,-0.71
2020-04-19,Josephine,41033,1121,0.395,10,0.24549409571162215,-0.9
2020-04-21,Josephine,41033,1484,1.6480000000000001,44,1.024238657551274,-0.56
2020-04-22,Josephine,41033,1545,1.5230000000000001,40,0.9465506525792419,-0.6
2020-04-23,Josephine,41033,1560,1.485,39,0.922933499067744,-0.61
2020-04-24,Josephine,41033,1469,1.732,46,1.0764449968924799,-0.54
2020-04-25,Josephine,41033,1438,0.831,22,0.5164698570540708,-0.78
2020-04-26,Josephine,41033,1410,0.08800000000000001,2,0.054692355500310756,-0.98
2020-04-27,Josephine,41033,1517,1.82,48,1.1311373523927906,-0.52
2020-04-28,Josephine,41033,1503,1.9169999999999998,51,1.1914232442510875,-0.49
2020-04-29,Josephine,41033,1420,1.838,49,1.1423244251087632,-0.51
2020-04-30,Josephine,41033,2291,2.195,58,1.3642013673088875,-0.42
2020-05-01,Josephine,41033,2074,3.04,81,1.8893722809198261,-0.19
2020-05-02,Josephine,41033,2222,0.611,16,0.37973896830329396,-0.84
2020-05-03,Josephine,41033,2164,1.061,28,0.6594157862026103,-0.72
2020-05-04,Josephine,41033,1540,2.056,55,1.2778123057799877,-0.45
2020-05-05,Josephine,41033,1520,1.608,43,0.9993784959602238,-0.57
2020-05-06,Josephine,41033,1490,2.47,66,1.5351149782473588,-0.34
2020-05-07,Josephine,41033,1565,1.982,53,1.2318210068365445,-0.47
2020-05-08,Josephine,41033,1536,2.477,66,1.5394655065257923,-0.34
2020-05-09,Josephine,41033,1516,1.567,42,0.9738968303293971,-0.58
2020-05-10,Josephine,41033,1465,0.794,21,0.49347420758234933,-0.79
2020-05-11,Josephine,41033,1469,0.892,23,0.5543816034804226,-0.77
2020-05-12,Josephine,41033,1545,1.4069999999999998,37,0.8744561839651956,-0.63
2020-05-13,Josephine,41033,1233,1.6019999999999999,43,0.9956494717215661,-0.57
2020-05-14,Josephine,41033,1227,1.722,46,1.0702299564947173,-0.54
2020-05-15,Josephine,41033,2166,3.0060000000000002,80,1.8682411435674333,-0.2
2020-05-16,Josephine,41033,2216,1.568,42,0.9745183343691735,-0.58
2020-05-17,Josephine,41033,2337,0.879,23,0.5463020509633313,-0.77
2020-05-18,Josephine,41033,2253,2.343,62,1.4561839651957738,-0.38
2020-05-19,Josephine,41033,2073,2.286,61,1.420758234928527,-0.39
2020-05-20,Josephine,41033,2205,2.9989999999999997,80,1.8638906152889991,-0.2
2020-05-21,Josephine,41033,2415,3.2439999999999998,87,2.0161591050341827,-0.13
2020-05-22,Josephine,41033,2474,3.197,85,1.9869484151646986,-0.15
2020-05-23,Josephine,41033,2364,2.338,62,1.4530764449968925,-0.38
2020-03-01,Klamath,41035,944,1.09,32,0.6774394033561218,-0.68
2020-03-02,Klamath,41035,969,3.449,103,2.1435674331883154,0.03
2020-03-03,Klamath,41035,963,3.284,98,2.041019266625233,-0.02
2020-03-04,Klamath,41035,1012,3.261,97,2.0267246737103792,-0.03
2020-03-05,Klamath,41035,933,3.497,104,2.173399627097576,0.04
2020-03-06,Klamath,41035,902,3.335,100,2.0727159726538225,0.0
2020-03-07,Klamath,41035,928,2.256,67,1.4021131137352392,-0.33
2020-03-08,Klamath,41035,950,1.1520000000000001,34,0.71597265382225,-0.66
2020-03-09,Klamath,41035,961,2.944,88,1.829707893101305,-0.12
2020-03-10,Klamath,41035,934,3.72,111,2.311995027967682,0.11
2020-03-11,Klamath,41035,990,3.575,107,2.2218769422001245,0.07
2020-03-12,Klamath,41035,907,3.516,105,2.185208203853325,0.05
2020-03-13,Klamath,41035,936,3.4939999999999998,104,2.1715351149782474,0.04
2020-03-14,Klamath,41035,880,1.494,44,0.9285270354257302,-0.56
2020-03-15,Klamath,41035,835,0.297,8,0.18458669981354878,-0.92
2020-03-16,Klamath,41035,824,3.182,95,1.9776258545680547,-0.05
2020-03-17,Klamath,41035,920,2.588,77,1.6084524549409571,-0.23
2020-03-18,Klamath,41035,919,1.9180000000000001,57,1.192044748290864,-0.43
2020-03-19,Klamath,41035,848,2.053,61,1.2759477936606587,-0.39
2020-03-20,Klamath,41035,821,2.18,65,1.3548788067122437,-0.35
2020-03-21,Klamath,41035,789,0.579,17,0.3598508390304537,-0.83
2020-03-22,Klamath,41035,859,0.26,7,0.16159105034182722,-0.93
2020-03-23,Klamath,41035,837,1.361,40,0.8458669981354879,-0.6
2020-03-24,Klamath,41035,903,0.8320000000000001,24,0.5170913610938471,-0.76
2020-03-25,Klamath,41035,892,0.9229999999999999,27,0.5736482287134866,-0.73
2020-03-26,Klamath,41035,875,1.006,30,0.6252330640149161,-0.7
2020-03-27,Klamath,41035,856,1.064,31,0.6612802983219391,-0.69
2020-03-28,Klamath,41035,907,0.055999999999999994,1,0.034804226227470474,-0.99
2020-03-29,Klamath,41035,933,0.042,1,0.02610316967060286,-0.99
2020-03-30,Klamath,41035,929,0.235,7,0.14605344934742076,-0.93
2020-03-31,Klamath,41035,937,0.77,23,0.4785581106277191,-0.77
2020-04-01,Klamath,41035,929,1.054,31,0.6550652579241766,-0.69
2020-04-02,Klamath,41035,948,0.536,16,0.3331261653200746,-0.84
2020-04-03,Klamath,41035,887,0.8759999999999999,26,0.5444375388440025,-0.74
2020-04-04,Klamath,41035,897,0.039,1,0.024238657551274082,-0.99
2020-04-05,Klamath,41035,932,0.038,1,0.023617153511497825,-0.99
2020-04-06,Klamath,41035,899,0.256,7,0.1591050341827222,-0.93
2020-04-07,Klamath,41035,906,0.6729999999999999,20,0.41827221876942194,-0.8
2020-04-08,Klamath,41035,931,1.5,44,0.9322560596643878,-0.56
2020-04-09,Klamath,41035,933,0.835,25,0.5189558732131758,-0.75
2020-04-10,Klamath,41035,860,1.7819999999999998,53,1.1075201988812926,-0.47
2020-04-11,Klamath,41035,888,0.08,2,0.049720323182100686,-0.98
2020-04-12,Klamath,41035,857,0.045,1,0.027967681789931635,-0.99
2020-04-13,Klamath,41035,853,0.9470000000000001,28,0.5885643256681169,-0.72
2020-04-14,Klamath,41035,899,1.248,37,0.7756370416407706,-0.63
2020-04-15,Klamath,41035,948,1.4080000000000001,42,0.8750776880049721,-0.58
2020-04-16,Klamath,41035,906,1.369,41,0.8508390304536979,-0.59
2020-04-17,Klamath,41035,865,1.7690000000000001,53,1.0994406463642015,-0.47
2020-04-18,Klamath,41035,883,0.087,2,0.05407085146053449,-0.98
2020-04-19,Klamath,41035,853,0.057,1,0.03542573026724674,-0.99
2020-04-21,Klamath,41035,1174,1.271,38,0.7899316345556245,-0.62
2020-04-22,Klamath,41035,1197,0.919,27,0.5711622125543816,-0.73
2020-04-23,Klamath,41035,1173,0.665,19,0.41330018645121197,-0.81
2020-04-24,Klamath,41035,1168,1.26,37,0.7830950901180858,-0.63
2020-04-25,Klamath,41035,1121,0.12,3,0.07458048477315102,-0.97
2020-04-26,Klamath,41035,1104,0.057999999999999996,1,0.036047234307022995,-0.99
2020-04-27,Klamath,41035,1147,0.773,23,0.4804226227470479,-0.77
2020-04-28,Klamath,41035,1138,1.633,48,1.0149160969546303,-0.52
2020-04-29,Klamath,41035,1108,1.199,35,0.745183343691734,-0.65
2020-04-30,Klamath,41035,1684,2.214,66,1.3760099440646365,-0.34
2020-05-01,Klamath,41035,1575,2.5669999999999997,76,1.5954008701056555,-0.24
2020-05-02,Klamath,41035,1681,1.0390000000000001,31,0.6457426973275328,-0.69
2020-05-03,Klamath,41035,1635,1.214,36,0.7545059042883778,-0.64
2020-05-04,Klamath,41035,1141,1.93,57,1.199502796768179,-0.43
2020-05-05,Klamath,41035,1216,2.314,69,1.4381603480422622,-0.31
2020-05-06,Klamath,41035,1161,2.543,76,1.5804847731510256,-0.24
2020-05-07,Klamath,41035,1139,1.6740000000000002,50,1.040397762585457,-0.5
2020-05-08,Klamath,41035,1164,1.85,55,1.1497824735860784,-0.45
2020-05-09,Klamath,41035,1184,1.265,37,0.786202610316967,-0.63
2020-05-10,Klamath,41035,1208,0.552,16,0.3430702299564948,-0.84
2020-05-11,Klamath,41035,1109,1.5419999999999998,46,0.9583592293349906,-0.54
2020-05-12,Klamath,41035,1133,1.258,37,0.7818520820385333,-0.63
2020-05-13,Klamath,41035,905,0.5670000000000001,17,0.35239279055313866,-0.83
2020-05-14,Klamath,41035,968,0.8170000000000001,24,0.5077688004972033,-0.76
2020-05-15,Klamath,41035,1713,2.485,74,1.5444375388440024,-0.26
2020-05-16,Klamath,41035,1689,1.591,47,0.9888129272840274,-0.53
2020-05-17,Klamath,41035,1759,0.326,9,0.2026103169670603,-0.91
2020-05-18,Klamath,41035,1748,2.207,66,1.3716594157862025,-0.34
2020-05-19,Klamath,41035,1567,2.417,72,1.5021752641392168,-0.28
2020-05-20,Klamath,41035,1665,3.049,91,1.8949658172778123,-0.09
2020-05-21,Klamath,41035,1789,3.161,94,1.9645742697327533,-0.06
2020-05-22,Klamath,41035,1744,3.1630000000000003,94,1.965817277812306,-0.06
2020-05-23,Klamath,41035,1668,2.504,75,1.5562461155997513,-0.25
2020-03-01,Lane,41039,5173,2.628,56,1.6333126165320075,-0.44
2020-03-02,Lane,41039,5433,4.407,94,2.7389683032939716,-0.06
2020-03-03,Lane,41039,5614,4.646,99,2.8875077688004973,-0.01
2020-03-04,Lane,41039,5809,4.659,100,2.8955873213175884,0.0
2020-03-05,Lane,41039,5549,4.865,104,3.023617153511498,0.04
2020-03-06,Lane,41039,5365,5.151,110,3.201367308887508,0.1
2020-03-07,Lane,41039,5443,3.895,83,2.420758234928527,-0.17
2020-03-08,Lane,41039,5365,2.866,61,1.7812305779987572,-0.39
2020-03-09,Lane,41039,5525,4.39,94,2.728402734617775,-0.06
2020-03-10,Lane,41039,5535,4.882,104,3.034182722187694,0.04
2020-03-11,Lane,41039,5565,4.723,101,2.935363579863269,0.01
2020-03-12,Lane,41039,5410,4.7780000000000005,102,2.9695463020509636,0.02
2020-03-13,Lane,41039,5315,4.687,100,2.912989434431324,0.0
2020-03-14,Lane,41039,5115,2.292,49,1.4244872591671844,-0.51
2020-03-15,Lane,41039,4943,1.486,31,0.9235550031075201,-0.69
2020-03-16,Lane,41039,5012,3.577,76,2.223119950279677,-0.24
2020-03-17,Lane,41039,5165,3.0039999999999996,64,1.8669981354878804,-0.36
2020-03-18,Lane,41039,5010,2.987,64,1.8564325668116843,-0.36
2020-03-19,Lane,41039,4841,2.479,53,1.540708514605345,-0.47
2020-03-20,Lane,41039,4660,3.032,65,1.884400248601616,-0.35
2020-03-21,Lane,41039,4172,0.76,16,0.47234307022995653,-0.84
2020-03-22,Lane,41039,4684,0.318,6,0.19763828464885022,-0.94
2020-03-23,Lane,41039,4884,0.978,20,0.6078309509011809,-0.8
2020-03-24,Lane,41039,5005,0.25,5,0.15537600994406464,-0.95
2020-03-25,Lane,41039,4887,0.622,13,0.3865755127408328,-0.87
2020-03-26,Lane,41039,5024,0.647,13,0.4021131137352393,-0.87
2020-03-27,Lane,41039,5014,0.718,15,0.44623990055935364,-0.85
2020-03-28,Lane,41039,5016,0.038,0,0.023617153511497825,-1.0
2020-03-29,Lane,41039,5145,0.032,0,0.019888129272840276,-1.0
2020-03-30,Lane,41039,5208,0.086,1,0.05344934742075823,-0.99
2020-03-31,Lane,41039,5170,0.621,13,0.38595400870105656,-0.87
2020-04-01,Lane,41039,5070,0.508,10,0.31572405220633937,-0.9
2020-04-02,Lane,41039,5061,0.7120000000000001,15,0.44251087632069613,-0.85
2020-04-03,Lane,41039,5022,1.0759999999999998,23,0.6687383467992541,-0.77
2020-04-04,Lane,41039,4947,0.043,0,0.026724673710379114,-1.0
2020-04-05,Lane,41039,5061,0.038,0,0.023617153511497825,-1.0
2020-04-06,Lane,41039,4911,0.499,10,0.310130515848353,-0.9
2020-04-07,Lane,41039,5000,0.8540000000000001,18,0.5307644499689249,-0.82
2020-04-08,Lane,41039,5037,0.9159999999999999,19,0.5692977004350528,-0.81
2020-04-09,Lane,41039,4948,0.9490000000000001,20,0.5898073337476694,-0.8
2020-04-10,Lane,41039,4685,1.4980000000000002,32,0.9310130515848355,-0.68
2020-04-11,Lane,41039,4668,0.37799999999999995,8,0.2349285270354257,-0.92
2020-04-12,Lane,41039,4650,0.040999999999999995,0,0.025481665630826596,-1.0
2020-04-13,Lane,41039,4670,0.78,16,0.4847731510254817,-0.84
2020-04-14,Lane,41039,4794,0.94,20,0.584213797389683,-0.8
2020-04-15,Lane,41039,5098,1.04,22,0.6463642013673089,-0.78
2020-04-16,Lane,41039,4926,1.285,27,0.7986326911124922,-0.73
2020-04-17,Lane,41039,4882,1.9569999999999999,42,1.216283405842138,-0.58
2020-04-18,Lane,41039,4798,0.138,2,0.0857675574891237,-0.98
2020-04-19,Lane,41039,4693,0.098,2,0.06090739589807334,-0.98
2020-04-21,Lane,41039,5848,0.8109999999999999,17,0.5040397762585457,-0.83
2020-04-22,Lane,41039,5910,0.326,6,0.2026103169670603,-0.94
2020-04-23,Lane,41039,5944,0.732,15,0.45494095711622123,-0.85
2020-04-24,Lane,41039,5801,0.624,13,0.3878185208203853,-0.87
2020-04-25,Lane,41039,5526,0.051,1,0.031696706028589185,-0.99
2020-04-26,Lane,41039,5538,0.064,1,0.03977625854568055,-0.99
2020-04-27,Lane,41039,5774,0.5429999999999999,11,0.33747669359850835,-0.89
2020-04-28,Lane,41039,5749,1.111,23,0.6904909881914233,-0.77
2020-04-29,Lane,41039,5566,1.054,22,0.6550652579241766,-0.78
2020-04-30,Lane,41039,8088,1.732,37,1.0764449968924799,-0.63
2020-05-01,Lane,41039,7344,2.59,55,1.6096954630205096,-0.45
2020-05-02,Lane,41039,7773,0.429,9,0.2666252330640149,-0.91
2020-05-03,Lane,41039,7739,0.846,18,0.5257924176507147,-0.82
2020-05-04,Lane,41039,5515,1.47,31,0.9136109384711001,-0.69
2020-05-05,Lane,41039,5450,1.74,37,1.08141702921069,-0.63
2020-05-06,Lane,41039,5491,2.05,44,1.2740832815413299,-0.56
2020-05-07,Lane,41039,5767,1.393,29,0.8657551274083282,-0.71
2020-05-08,Lane,41039,5578,1.945,41,1.2088253573648229,-0.59
2020-05-09,Lane,41039,5552,1.06,22,0.6587942821628341,-0.78
2020-05-10,Lane,41039,5569,0.606,13,0.3766314481044127,-0.87
2020-05-11,Lane,41039,5389,0.715,15,0.44437538844002483,-0.85
2020-05-12,Lane,41039,5629,1.008,21,0.6264760720944687,-0.79
2020-05-13,Lane,41039,4358,1.204,25,0.7482908638906153,-0.75
2020-05-14,Lane,41039,4483,1.057,22,0.6569297700435053,-0.78
2020-05-15,Lane,41039,7989,2.8960000000000004,62,1.799875699192045,-0.38
2020-05-16,Lane,41039,8011,1.577,33,0.9801118707271597,-0.67
2020-05-17,Lane,41039,8519,0.748,16,0.4648850217526414,-0.84
2020-05-18,Lane,41039,8386,1.6740000000000002,35,1.040397762585457,-0.65
2020-05-19,Lane,41039,7609,2.039,43,1.2672467371037912,-0.57
2020-05-20,Lane,41039,7932,2.833,60,1.7607209446861405,-0.4
2020-05-21,Lane,41039,8550,2.74,58,1.7029210689869485,-0.42
2020-05-22,Lane,41039,8652,3.572,76,2.2200124300807955,-0.24
2020-05-23,Lane,41039,8361,2.248,48,1.3971410814170293,-0.52
2020-03-01,Lincoln,41041,931,5.471,194,3.400248601615911,0.94
2020-03-02,Lincoln,41041,761,2.717,96,1.6886264760720946,-0.04
2020-03-03,Lincoln,41041,745,2.2359999999999998,79,1.389683032939714,-0.21
2020-03-04,Lincoln,41041,760,2.843,100,1.766935985083903,0.0
2020-03-05,Lincoln,41041,686,2.8160000000000003,100,1.7501553760099442,0.0
2020-03-06,Lincoln,41041,744,3.733,132,2.320074580484773,0.32
2020-03-07,Lincoln,41041,904,3.222,114,2.002486016159105,0.14
2020-03-08,Lincoln,41041,972,8.156,289,5.068986948415165,1.89
2020-03-09,Lincoln,41041,786,2.878,102,1.7886886264760722,0.02
2020-03-10,Lincoln,41041,788,2.786,98,1.7315102548166563,-0.02
2020-03-11,Lincoln,41041,805,2.8739999999999997,102,1.7862026103169668,0.02
2020-03-12,Lincoln,41041,776,3.133,111,1.947172156619018,0.11
2020-03-13,Lincoln,41041,750,4.254,151,2.6438781852082034,0.51
2020-03-14,Lincoln,41041,849,2.099,74,1.3045369794903667,-0.26
2020-03-15,Lincoln,41041,867,3.775,134,2.346177750155376,0.34
2020-03-16,Lincoln,41041,749,2.3609999999999998,83,1.4673710379117464,-0.17
2020-03-17,Lincoln,41041,735,2.227,79,1.3840894965817276,-0.21
2020-03-18,Lincoln,41041,745,1.3330000000000002,47,0.8284648850217528,-0.53
2020-03-19,Lincoln,41041,714,0.955,33,0.5935363579863269,-0.67
2020-03-20,Lincoln,41041,725,1.725,61,1.0720944686140461,-0.39
2020-03-21,Lincoln,41041,743,0.094,3,0.058421379738968306,-0.97
2020-03-22,Lincoln,41041,879,0.647,22,0.4021131137352393,-0.78
2020-03-23,Lincoln,41041,788,0.42,14,0.2610316967060286,-0.86
2020-03-24,Lincoln,41041,759,0.057999999999999996,2,0.036047234307022995,-0.98
2020-03-25,Lincoln,41041,709,0.18,6,0.11187072715972654,-0.94
2020-03-26,Lincoln,41041,666,0.052000000000000005,1,0.032318210068365445,-0.99
2020-03-27,Lincoln,41041,668,0.046,1,0.028589185829707892,-0.99
2020-03-28,Lincoln,41041,710,0.034,1,0.021131137352392793,-0.99
2020-03-29,Lincoln,41041,715,0.03,1,0.018645121193287754,-0.99
2020-03-30,Lincoln,41041,700,0.038,1,0.023617153511497825,-0.99
2020-03-31,Lincoln,41041,715,0.059000000000000004,2,0.036668738346799255,-0.98
2020-04-01,Lincoln,41041,712,0.061,2,0.03791174642635177,-0.98
2020-04-02,Lincoln,41041,712,0.068,2,0.042262274704785587,-0.98
2020-04-03,Lincoln,41041,705,0.094,3,0.058421379738968306,-0.97
2020-04-04,Lincoln,41041,702,0.032,1,0.019888129272840276,-0.99
2020-04-05,Lincoln,41041,708,0.039,1,0.024238657551274082,-0.99
2020-04-06,Lincoln,41041,677,0.06,2,0.03729024238657551,-0.98
2020-04-07,Lincoln,41041,692,0.109,3,0.06774394033561218,-0.97
2020-04-08,Lincoln,41041,701,0.09699999999999999,3,0.060285891858297073,-0.97
2020-04-09,Lincoln,41041,678,0.083,2,0.05158483530142946,-0.98
2020-04-10,Lincoln,41041,647,0.439,15,0.2728402734617775,-0.85
2020-04-11,Lincoln,41041,665,0.083,2,0.05158483530142946,-0.98
2020-04-12,Lincoln,41041,688,0.034,1,0.021131137352392793,-0.99
2020-04-13,Lincoln,41041,665,0.079,2,0.049098819142324425,-0.98
2020-04-14,Lincoln,41041,690,0.063,2,0.03915475450590429,-0.98
2020-04-15,Lincoln,41041,714,0.188,6,0.11684275947793661,-0.94
2020-04-16,Lincoln,41041,699,0.201,7,0.12492231199502797,-0.93
2020-04-17,Lincoln,41041,698,0.508,18,0.31572405220633937,-0.82
2020-04-18,Lincoln,41041,724,0.043,1,0.026724673710379114,-0.99
2020-04-19,Lincoln,41041,679,0.039,1,0.024238657551274082,-0.99
2020-04-21,Lincoln,41041,819,0.08800000000000001,3,0.054692355500310756,-0.97
2020-04-22,Lincoln,41041,820,0.045,1,0.027967681789931635,-0.99
2020-04-23,Lincoln,41041,832,0.25,8,0.15537600994406464,-0.92
2020-04-24,Lincoln,41041,832,0.09,3,0.05593536357986327,-0.97
2020-04-25,Lincoln,41041,806,0.048,1,0.02983219390926041,-0.99
2020-04-26,Lincoln,41041,816,0.038,1,0.023617153511497825,-0.99
2020-04-27,Lincoln,41041,828,0.07,2,0.0435052827843381,-0.98
2020-04-28,Lincoln,41041,827,0.11800000000000001,4,0.07333747669359851,-0.96
2020-04-29,Lincoln,41041,791,0.12,4,0.07458048477315102,-0.96
2020-04-30,Lincoln,41041,1237,0.386,13,0.2399005593536358,-0.87
2020-05-01,Lincoln,41041,1145,0.63,22,0.3915475450590429,-0.78
2020-05-02,Lincoln,41041,1232,0.053,1,0.0329397141081417,-0.99
2020-05-03,Lincoln,41041,1247,0.392,13,0.24362958359229336,-0.87
2020-05-04,Lincoln,41041,829,0.172,6,0.10689869484151646,-0.94
2020-05-05,Lincoln,41041,872,0.49200000000000005,17,0.30577998756991925,-0.83
2020-05-06,Lincoln,41041,843,0.6920000000000001,24,0.430080795525171,-0.76
2020-05-07,Lincoln,41041,932,0.318,11,0.19763828464885022,-0.89
2020-05-08,Lincoln,41041,887,0.662,23,0.41143567433188316,-0.77
2020-05-09,Lincoln,41041,918,0.292,10,0.18147917961466747,-0.9
2020-05-10,Lincoln,41041,891,0.059000000000000004,2,0.036668738346799255,-0.98
2020-05-11,Lincoln,41041,856,0.059000000000000004,2,0.036668738346799255,-0.98
2020-05-12,Lincoln,41041,881,0.071,2,0.044126786824114354,-0.98
2020-05-13,Lincoln,41041,677,0.071,2,0.044126786824114354,-0.98
2020-05-14,Lincoln,41041,725,0.254,9,0.15786202610316968,-0.91
2020-05-15,Lincoln,41041,1256,1.226,43,0.761963952765693,-0.57
2020-05-16,Lincoln,41041,1360,0.429,15,0.2666252330640149,-0.85
2020-05-17,Lincoln,41041,1414,0.502,17,0.3119950279676818,-0.83
2020-05-18,Lincoln,41041,1330,0.594,21,0.36917339962709755,-0.79
2020-05-19,Lincoln,41041,1205,0.304,10,0.1889372280919826,-0.9
2020-05-20,Lincoln,41041,1251,1.556,55,0.9670602858918583,-0.45
2020-05-21,Lincoln,41041,1405,1.545,54,0.9602237414543194,-0.46
2020-05-22,Lincoln,41041,1412,2.529,89,1.5717837165941577,-0.11
2020-05-23,Lincoln,41041,1564,2.384,84,1.4816656308266003,-0.16
2020-03-01,Linn,41043,2139,2.228,35,1.3847110006215042,-0.65
2020-03-02,Linn,41043,2348,5.132000000000001,82,3.189558732131759,-0.18
2020-03-03,Linn,41043,2357,6.047000000000001,97,3.758234928527036,-0.03
2020-03-04,Linn,41043,2399,6.202999999999999,100,3.8551895587321314,0.0
2020-03-05,Linn,41043,2328,6.5729999999999995,105,4.085146053449347,0.05
2020-03-06,Linn,41043,2237,6.6979999999999995,107,4.16283405842138,0.07
2020-03-07,Linn,41043,2225,3.6860000000000004,59,2.2908638906152894,-0.41
2020-03-08,Linn,41043,2159,2.205,35,1.37041640770665,-0.65
2020-03-09,Linn,41043,2349,5.088,82,3.1622125543816035,-0.18
2020-03-10,Linn,41043,2319,6.343999999999999,102,3.942821628340584,0.02
2020-03-11,Linn,41043,2399,6.647,107,4.13113735239279,0.07
2020-03-12,Linn,41043,2339,5.794,93,3.600994406463642,-0.07
2020-03-13,Linn,41043,2224,5.022,80,3.1211932877563706,-0.2
2020-03-14,Linn,41043,2153,1.96,31,1.2181479179614667,-0.69
2020-03-15,Linn,41043,2130,1.3559999999999999,21,0.8427594779366065,-0.79
2020-03-16,Linn,41043,2190,3.5460000000000003,57,2.203853325046613,-0.43
2020-03-17,Linn,41043,2250,3.092,49,1.9216904909881916,-0.51
2020-03-18,Linn,41043,2203,3.1,49,1.9266625233064016,-0.51
2020-03-19,Linn,41043,2113,2.565,41,1.5941578620261032,-0.59
2020-03-20,Linn,41043,2092,3.359,54,2.0876320696084525,-0.46
2020-03-21,Linn,41043,1866,0.888,14,0.5518955873213176,-0.86
2020-03-22,Linn,41043,2149,0.235,3,0.14605344934742076,-0.97
2020-03-23,Linn,41043,2219,1.396,22,0.8676196395276569,-0.78
2020-03-24,Linn,41043,2251,0.6559999999999999,10,0.40770665009322554,-0.9
2020-03-25,Linn,41043,2186,0.718,11,0.44623990055935364,-0.89
2020-03-26,Linn,41043,2237,1.001,16,0.6221255438160347,-0.84
2020-03-27,Linn,41043,2252,1.034,16,0.6426351771286514,-0.84
2020-03-28,Linn,41043,2262,0.044000000000000004,0,0.027346177750155378,-1.0
2020-03-29,Linn,41043,2305,0.034,0,0.021131137352392793,-1.0
2020-03-30,Linn,41043,2287,0.614,9,0.38160348042262277,-0.91
2020-03-31,Linn,41043,2320,0.968,15,0.6016159105034182,-0.85
