date,county,state,county_fips,cases,deaths,weekday,2019pop,tests_neg,tests_pos,tests_total,cases_per_100k,deaths_per_100k,tests_per_100k
2020-05-24,Sherman,Oregon,41055,1.0,0.0,6.0,1780.0,,,,56.18,0.0,
2020-05-24,Tillamook,Oregon,41057,6.0,0.0,6.0,27036.0,,,,22.19,0.0,
2020-05-24,Umatilla,Oregon,41059,111.0,3.0,6.0,77950.0,,,,142.4,3.85,
2020-05-24,Union,Oregon,41061,6.0,0.0,6.0,26835.0,,,,22.36,0.0,
2020-05-24,Wallowa,Oregon,41063,2.0,0.0,6.0,7208.0,,,,27.75,0.0,
2020-05-24,Wasco,Oregon,41065,18.0,1.0,6.0,26682.0,,,,67.46,3.75,
2020-05-24,Washington,Oregon,41067,690.0,17.0,6.0,601592.0,1.0,0.0,1.0,114.7,2.83,0.17
2020-05-24,Yamhill,Oregon,41071,65.0,7.0,6.0,107100.0,1.0,0.0,1.0,60.69,6.54,0.93
2020-02-02,Clackamas,,,,,,,0.0,0.0,0.0,,,
2020-02-02,Multnomah,,,,,,,1.0,0.0,1.0,,,
2020-02-02,Washington,,,,,,,0.0,0.0,0.0,,,
2020-02-02,Yamhill,,,,,,,0.0,0.0,0.0,,,
2020-02-09,Clackamas,,,,,,,0.0,0.0,0.0,,,
2020-02-09,Multnomah,,,,,,,1.0,0.0,1.0,,,
2020-02-09,Washington,,,,,,,1.0,0.0,1.0,,,
2020-02-09,Yamhill,,,,,,,0.0,0.0,0.0,,,
2020-02-16,Clackamas,,,,,,,2.0,0.0,2.0,,,
2020-02-16,Multnomah,,,,,,,0.0,0.0,0.0,,,
2020-02-16,Washington,,,,,,,0.0,1.0,1.0,,,
2020-02-16,Yamhill,,,,,,,0.0,0.0,0.0,,,
2020-02-23,Clackamas,,,,,,,5.0,0.0,5.0,,,
2020-02-23,Multnomah,,,,,,,6.0,0.0,6.0,,,
2020-02-23,Washington,,,,,,,2.0,1.0,3.0,,,
2020-02-23,Yamhill,,,,,,,0.0,0.0,0.0,,,
2020-03-01,Clackamas,,,,,,,44.0,0.0,44.0,,,
2020-03-01,Multnomah,,,,,,,36.0,1.0,37.0,,,
2020-03-01,Yamhill,,,,,,,10.0,0.0,10.0,,,
2020-03-08,Clackamas,,,,,,,111.0,8.0,119.0,,,
2020-03-08,Multnomah,,,,,,,288.0,5.0,293.0,,,
2020-03-08,Yamhill,,,,,,,51.0,2.0,53.0,,,
